SMILES,butina_clusters,split,test_subset
O=C(N1CCOCC1)N1CCN(C(c2ccccc2)c2ccccc2)CC1,36,train,False
Cc1noc(NS(=O)(=O)c2ccc(NC(=O)CSc3n[nH]c(-c4ccccc4)n3)cc2)c1C,113,train,False
Cc1cc(=O)n(CC2CC(c3ccc(Br)cc3)=NO2)c2ccccc12,4657,train,False
COc1ccc(Nc2cc(C)c3cc([N+](=O)[O-])ccc3n2)cc1,484,train,False
Cn1c(CC(=O)Nc2ccccc2Cl)nnc1SCC(=O)NC1CCCCC1,12,train,False
Cn1c(Cn2c(=O)sc3ccccc32)nnc1SCc1ccc(F)cc1,505,train,False
CSc1nc(NS(=O)(=O)c2ccc(F)cc2F)nn1C,1094,test,False
COc1ccc(OC)c(/C=N/Nc2nc(C)cc(=O)[nH]2)c1,207,train,False
Cc1ccc(NC(=O)CCn2ccc([N+](=O)[O-])n2)nc1,930,train,False
CC(=O)c1cnc2nc(SCc3cccc(C)c3)nn2c1C,2535,train,False
CCOC(=O)C=Nc1c(N)n(C)c(=O)n(C)c1=O,7877,val,False
Cc1c(C)c2c(OCC(=O)NCc3ccccn3)cc3c(c2oc1=O)CCC(C)(C)O3,76,train,False
CCC(C)[C@H](NC(=O)N1CC(=O)Nc2ccccc21)C(=O)N1CCC[C@H]1C(=O)O,499,train,False
CC1CC(C)(C)NC(=S)N1CCC(=O)N1CCN(c2ccccc2)CC1,265,train,False
CC1=C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,8777,test,False
Cc1c(C(N)=O)sc2ncn(CC(=O)N3CCC(C)CC3)c(=O)c12,94,train,False
O=C(c1nc2ccc(Cl)cn2c1CN1CCC(CO)CC1)N1CCc2ccccc2C1,339,train,False
C/C(=N\NC(=O)Cc1cccn1C)c1ccc([N+](=O)[O-])cc1,193,train,False
COc1ccc(C2(NC(C)=O)CCN(C(=O)c3cccs3)CC2)cc1,11,train,False
O=C(Nc1ccccc1)Nc1nnc(CSCc2ccccc2Cl)s1,267,train,False
COc1ccc(C(=O)C2CCCN(C(=O)Cn3nc(C)cc3C)C2)cc1F,57,train,False
CC(=O)c1c(C)oc2ccc(N(C(C)=O)S(=O)(=O)c3ccc(Br)cc3)cc12,3075,val,False
CCCNC(=S)N1CCC(C(=O)c2ccc(OC)cc2)CC1,5,train,False
COc1ccc(-c2cc(C)nc(SCc3cccc(C(=O)O)c3)n2)cc1,158,train,False
COc1ccc(C2(CCN=Cc3ccc(N(C)C)cc3)CCOC(C)(C)C2)cc1,8650,test,False
CCN(CC)NC(=S)Nc1ccccc1,482,train,False
COC(=O)c1ccc(COc2ccc(C=O)cc2OC)o1,406,train,False
CC1CCc2nc(NC(=O)Nc3ccc4c(c3)OCO4)sc2C1,10,train,False
Cc1ccc(NS(=O)(=O)c2ccc(OCC(N)=O)cc2)cc1,19,train,False
C/C(=N\NS(=O)(=O)c1ccc(Br)cc1)c1ccc2c(c1)OCO2,32,train,False
CCOc1ccc(C(=O)CCC(=O)N2CCC(C(=O)OC)CC2)cc1,15,train,False
O=C1c2ccccc2C(=O)N1Cc1ccco1,820,train,False
C[C@@H](O)[C@@H]1NC(=O)c2cc([N+](=O)[O-])cc(I)c2NCC[C@@H](C(N)=O)NC(=O)CNC1=O,4854,train,False
CCOc1ccc(C(=O)Nc2ccc3c(c2)OCCO3)cc1OC,2,train,False
O=C(Nc1ccc(SC(F)F)cc1)c1ccccc1F,27,train,False
COc1ccc(-c2csc(COC(=O)C(C)(C)C)n2)cc1,474,train,False
COc1ccc(OC)c(S(=O)(=O)N/N=C\c2ccc3c(c2)OCO3)c1,5,train,False
O=C(O)CC/C(=C\c1cc2c(cc1Br)OCO2)c1nc2ccccc2s1,145,train,False
C=CCn1c(=O)c2c(nc3n2CCCN3CCc2ccccc2)n(C)c1=O,445,train,False
CCc1cccc(NC(=S)N(CCN(C)C)C(C)c2ccncc2)c1,1556,test,False
COc1cccc(NC(=O)c2oc3ccc(S(=O)(=O)N4CCOCC4)cc3c2C)c1,1,train,False
CC(C(=O)NCCCc1ccccc1)n1cccc1C(=O)c1ccccc1,314,train,False
O=C(O)CSc1nnc(COc2cccc3cccnc23)n1-c1ccc(Cl)cc1,237,train,False
O=C(Nc1nnc(CCc2ccccc2)s1)c1cccc(F)c1,48,train,False
Cc1ccc(NC(=O)c2ccc(NCCN)c([N+](=O)[O-])c2)cc1Cl,126,train,False
COc1ccc(C2=NC(=O)NC2c2ccc(OC)cc2)cc1,1443,train,False
COc1cccc(-c2nc(-c3ccc(Br)o3)no2)c1,581,train,False
CCOc1ccc(-c2ccc(SC)nn2)cc1,739,train,False
Cc1c(OCC(=O)NC(Cc2ccc(Cl)cc2)C(=O)O)ccc2c(-c3ccccc3)cc(=O)oc12,309,train,False
O=C(CN1CCN(c2cccc(Cl)c2)CC1)NC1CCCc2ccccc21,253,train,False
O=C(COc1ccc([N+](=O)[O-])cc1Cl)NCC1CCCO1,20,train,False
COC(=O)C1CCN(CC(=O)Nc2sc3c(c2C#N)CCC3)CC1,402,train,False
Oc1cccc(C=NCc2ccccc2)c1O,1122,train,False
Cc1ccc(NC(=O)Cn2nnc3ccccc3c2=O)cc1,9,train,False
CCc1c(C(=O)Nc2ncn(Cc3cccc(C)c3)n2)csc1C,2143,val,False
C/C=C/c1ccc(OCCOc2cc(C=O)ccc2OC)c(OC)c1,201,train,False
C/C(CC(=O)Nc1cc(C)ccn1)=N\NC(=O)c1cccc(C)c1,6,train,False
O=C(Nc1ccc2nc(-c3ccccn3)c(-c3ccccn3)nc2c1)N1CCOCC1,36,train,False
CCC(=O)Nc1ccc(C(=O)CSc2nc3ccccc3cc2CC)cc1,9,train,False
O=C(OC1CCN(c2ccc([N+](=O)[O-])cc2)CC1)c1ccccc1,23,train,False
O=Cc1c(NCCN2CCCC2)c2ccccc2[nH]c1=O,1863,train,False
COc1ccc(CN(C)CC(=O)NC(=O)NCc2ccccc2)cc1OC,2,train,False
CC1=CCC(C(=O)O)(C(=O)N/N=C/c2cccs2)C(c2ccc([N+](=O)[O-])cc2)C1,163,train,False
Nc1cc(=O)[nH]c(SCC(=O)Nc2ccc(F)c(Cl)c2)n1,73,train,False
CNc1c(-n2cc(C(=O)OC)c(C(=O)OC)c2C(=O)OC)c(=O)n(C)c(=O)n1C,11041,val,False
COC(=O)C1CCN(C(=O)c2ccccc2Oc2ccccc2)CC1,57,train,False
Cc1cc(NC(=O)CCCN2C(=O)/C(=C/c3cccs3)SC2=S)no1,25,train,False
NS(=O)(=O)c1cccc(NC(=O)c2cncc(Br)c2)c1,92,train,False
COc1ccc(-c2noc(CN(C)C(=O)c3ccc4c(c3)OCO4)n2)cc1,5,train,False
O=C(C1=C(O)C(=O)N(CCCN2CCOCC2)C1c1ccccn1)c1cccs1,448,train,False
COc1cccc(C(=O)NNC2=CC(=O)CC(C)(C)C2)c1,172,train,False
O=c1[nH]c(CN2CCN(CCO)CC2)nc2ccccc12,247,train,False
Cc1ccc(SCC(=O)c2cc(C)c(OC(=S)N(C)C)c(C)c2)cc1,3537,train,False
CCSC1=N/C(=C\c2ccc(-c3ccccc3[N+](=O)[O-])o2)C(=O)S1,2736,test,False
COc1ccccc1NS(=O)(=O)c1cccc(C(=O)N/N=C/c2cn(-c3ccccc3)nc2-c2ccccc2)c1,18,train,False
COCCn1cnnc1SCC(=O)Nc1sccc1C(N)=O,53,train,False
CC(C)CCNC(=O)C(c1ccncc1)N(CC1CCCO1)C(=O)Cn1nnc(-c2ccc(F)cc2)n1,500,train,False
COc1ccc(Cl)cc1C(=O)NC1=NCCS1,27,train,False
CC(C)Sc1cc(N2CCOCC2)nc(-c2ccc(Cl)cc2)n1,1206,train,False
Cc1nc2ccc(NS(=O)(=O)c3ccc4c(c3)OCCO4)cc2s1,32,train,False
CC(=O)N(C(C)=O)S(=O)(=O)c1ccc(N=NN2CCOCC2)cc1,3352,val,False
CC(C)Sc1nc2ncnc(N)c2[nH]1,4350,val,False
CCOC(=O)c1cc(-c2csc(Nc3ccccc3Cl)n2)on1,626,train,False
C/C(=N/NC(=O)c1ccncc1)c1cc2ccc(O)cc2oc1=O,1559,train,False
COC(=O)c1ccc(Cl)c(NC(=O)CN(c2ccccc2)S(=O)(=O)c2ccc(OC)cc2)c1,38,train,False
CC(C)=CCc1c(O)c(CC=C(C)C)c2c(c1O)C(=O)CC(c1ccc(O)cc1)O2,8567,test,True
CCCn1nnnc1SCC(=O)N1CCCC1,84,train,False
O=C1CCCCCN1CP(=O)(O)CN1CCOCC1,2739,val,False
COc1cccc(CN2CCNC(=O)C2CC(=O)N(C)Cc2cnccn2)c1OC,142,train,False
CCc1cccc(C)c1NC(=O)COC(=O)c1nc2nccc(C)n2n1,1104,test,False
O=C(COC(=O)C1CC1)Nc1ccc2c(c1)OCO2,10,train,False
Cc1ccc(C(=O)Nc2cccc(C(=O)N/N=C/c3ccc(F)cc3)c2)cc1,6,train,False
Cc1ccc(C)c(NC(=O)CSc2nncn2C)c1,22,train,False
CC1C(=O)N(Cc2ccc([N+](=O)[O-])cc2)c2ccccc2N1C(=O)c1c(F)cccc1F,6178,test,False
Cn1c(N)c(C(=O)c2ccc(Oc3ccccc3)cc2)c(=O)n(C)c1=O,811,train,False
CCN1CCN(c2nnc(-c3ccc(C)cc3)c3ccccc23)CC1,859,train,False
O=C(COc1ccc(Br)cc1)NCCCNC(=O)c1cnccn1,289,train,False
CCOC(=O)c1c(NC=O)sc2c1CCC2,140,train,False
CCOC(CCn1c(SCC(=O)NC2CCCC2)nc2ccccc2c1=O)OCC,9,train,False
COc1ccccc1C(=O)NNC(=O)c1cccc(Br)c1,2,train,False
Cc1ncc(CO)c2c1Oc1nc(-c3ccccc3F)nc(SCC(=O)N(C)c3ccccc3)c1C2,1422,train,False
O=C(CN1C(=O)S/C(=C\c2ccccc2F)C1=O)NCCCn1ccnc1,138,train,False
CC(C)C(=O)Nc1nnc(S(=O)(=O)N2CCc3ccccc32)s1,206,val,False
C=CCn1c(SCc2c(C)noc2C)nc2sc(C)c(C)c2c1=O,1890,test,False
S=C(Nc1ccc2snnc2c1)N1CCN(c2ccccn2)CC1,215,train,False
N#Cc1sc2nc(-c3cccs3)cc(-c3ccccc3)c2c1N,3034,val,False
O=C(N/N=C/c1ccc(F)c(F)c1)c1cc2c(s1)-c1ccccc1CC2,18,train,False
O=C(Cc1ccccc1[N+](=O)[O-])NCCSCc1c(F)cccc1Cl,125,train,False
COc1ccc(/C=N/NC(=O)C2CCCC2)cc1,18,train,False
CCOc1ccc(/C=C/C(O)=C2/C(=O)N(C)C3(C)CC2c2ccccc2O3)cc1OC,6131,val,False
Cc1ccnc(SCCn2c(Br)nc3c2c(=O)[nH]c(=O)n3C)n1,134,train,False
CCCNC(=O)c1ccc2c(c1)ncn2-c1cc(C)cc(C)c1,191,train,False
COc1cc(OC)cc(C(=O)O/N=C(\N)c2ccncc2)c1,368,train,False
COc1ccc(-c2csc3ncnc(N4CCN(c5ccccc5[N+](=O)[O-])CC4)c23)cc1,1068,train,False
COc1ccc(S(=O)Cc2ccc(C(=O)NC3CC3)o2)cc1,58,train,False
C/C(CCN1CCc2nc(-c3ccccc3)c(-c3ccccc3)cc2C1)=N\O[C@@H](C)c1cc(-c2c(C)cc(C)cc2C)no1,10640,val,False
CS(=O)(=O)c1nsc2nc(=O)c(/C=C3\C=Nc4ccccc43)c(N)n12,4698,test,False
Cc1ccc(NC(=O)CN2CCc3cc4c(cc3C2)OCCCO4)cc1C,10,train,False
O=C(c1ccco1)N1CCN(Cc2c(F)cccc2Cl)CC1,26,train,False
CCS(=O)(=O)NCc1ccc2c(c1)cc(C)n2C,2760,test,False
S=C(NCc1ccc(Cl)cc1)NCc1ccco1,8,train,False
COc1cccc(N2CCN(CC(=O)Nc3nc(C)c(C(=O)N(C)C)s3)CC2)c1,61,train,False
CC1Cc2ccccc2N1S(=O)(=O)c1cccc(C(=O)N2CCN(c3ncccn3)CC2)c1,46,train,False
CCc1[nH]nc2c1C(c1cccnc1)C(C#N)=C(N)O2,1579,train,False
COC(=O)N1CCCc2cc(C)ccc21,119,train,False
Cc1ccc(Cl)cc1NC(=O)C1CCCN1S(=O)(=O)c1ccc(-c2ccc(=O)[nH]n2)s1,1686,val,False
CCN1C(=O)c2ccccc2S(=O)c2ccc(C(=O)NCc3ccccn3)cc21,307,train,False
O=C(c1ccc(S(=O)(=O)N2CCOCC2)cc1)N(c1ccccn1)C1CCCCC1,46,train,False
CCOC(=O)NNC(=O)C1CCC(C)CC1,15,train,False
O=C(O)CCCNS(=O)(=O)c1ccccc1,59,train,False
Cc1ccc(C(=O)N(Cc2cccs2)C2CCS(=O)(=O)C2)cc1,376,train,False
NS(=O)(=O)c1ccc(NC(=O)COC(=O)c2ccc(Cl)cc2[N+](=O)[O-])cc1,97,train,False
CCOC(=O)CSc1nnc(-c2ccccc2)c(=O)[nH]1,134,train,False
CC1CN(CCCCOc2ccc3ccccc3c2)CC(C)O1,2132,train,False
O=C(O)CCCC(=O)NCCc1cccc(Cl)c1,174,train,False
COc1ccccc1OCC(=O)NNC(=O)c1cnccn1,70,train,False
COc1ccc(CNC(=O)C2CCCN2S(=O)(=O)c2ccc(F)cc2)cc1,7,train,False
CC(=O)N1CCN(C(=O)CCC(=O)O)CC1,2943,train,False
Cc1nc(SC(C)C(=O)NC2CCCCC2C)c2c(C)c(C)sc2n1,2823,test,False
CCOc1ccc(/C=N/n2c(SC)nnc2-c2ccccc2)cc1OCC,824,train,False
COc1ccc(C(CC(=O)N2CCCC(C)C2)c2c(OC)cc(OC)c3c(-c4ccccc4)cc(=O)oc23)cc1,153,train,False
CCOC(=O)c1cccnc1SCC(=O)NCc1ccccc1,29,train,False
Cc1cc(/C=C2/NC(=O)NC2=O)c(C)n1-c1ccncc1,1602,train,False
O=C(N/N=C/c1c[nH]c2ccccc12)c1ccc(Br)cc1,18,train,False
Cc1ccc(NS(=O)(=O)c2ccc(NC(=O)c3cccs3)cc2)cc1,19,train,False
CC(=O)c1ccc(N(C(=O)Cc2c[nH]c3ccccc23)C(C(=O)NC2CCCCC2)c2cccs2)cc1,109,train,False
O=C(CN1CCN(c2ccccn2)CC1)N1CC(O)CO1,215,train,False
NS(=O)(=O)c1ccc(NC(=O)CN2C(=O)CCC2=O)cc1,3,train,False
O=C(CCSc1ccccc1)OCn1nnc2ccccc2c1=O,9,train,False
Cc1ccc(NC(=S)NC(=O)c2ccc(-c3ccccc3)cc2)cc1,6,train,False
OC1CCCN(c2c3c(nc4cc(-c5cccc(F)c5)nn24)CCCC3)C1,3803,val,False
CN(C)S(=O)(=O)c1ccc(C(=O)Nc2nnc(-c3ccc4c(c3)CCCC4)o2)cc1,170,train,False
O=C(CN1C(=O)c2ccccc2C1=O)NCCOc1ccccc1,89,train,False
Cc1ccn2c(Nc3ccc4c(c3)OCO4)c(-c3ccccn3)nc2c1,1457,val,False
CCN1CCN(C(=O)c2ccc(N3CC4CC(C3)c3cccc(=O)n3C4)c([N+](=O)[O-])c2)CC1,147,train,False
C[C@]12CCC3C(CC[C@H]4CC(O)CC[C@]34C)C1CC/C2=N/NC(=O)c1ccncc1,4935,train,False
Cc1ccc(CSc2ccc(-c3ccc4c(c3)OCO4)nn2)cc1,389,train,False
Clc1ccccc1-c1nc(-c2cccnc2)no1,581,train,False
CCCOP(=O)(OCCC)C1(Nc2ccc(C)cc2)CCCCC1,10288,val,False
CCOC(=O)c1cc(-c2ccccc2)sc1NC(=O)C(C)C,194,train,False
CN(C(=O)COC(=O)c1ccc(C#N)cc1)c1ccccc1,814,test,False
O=S(=O)(Nc1cccc(CO)c1)c1cccs1,293,train,False
O=C(Nc1c2c(nn1-c1ccccc1)CS(=O)(=O)C2)C1CCCC1,742,train,False
CCOCCCN(C)C1CCN(S(=O)(=O)c2ccc(-c3ccc(=O)[nH]n3)s2)CC1,1686,val,False
COc1ccccc1CCNC(=O)C(=O)NCC1OCCN1S(=O)(=O)c1ccc(F)cc1,20,train,False
Cc1nnc(SCC(=O)N2CCOCC2)[nH]c1=O,162,train,False
Cc1ccc(N=C2C(=S)N(c3ccc(C)cc3)C(=N)N2/N=C/c2ccc(Cl)cc2)cc1,9261,train,False
COCC(=O)Nc1cc(OC)cc(OC)c1,0,train,False
C/C(=N\NC(=O)c1ccc(CN(C)S(=O)(=O)c2ccc(C)cc2)cc1)c1ccc(OC(F)F)cc1,1864,test,True
O=C(O)c1ccc(-n2nncc2-c2ccco2)cc1,1101,test,False
COc1ccc(N2CCN(C(=O)CCc3ccc(S(=O)(=O)NC(C)C)cc3)CC2)cc1,11,train,False
O=C(C1CCC(=O)N(C2CC2)C1)N1CCC(Oc2ccccc2F)CC1,187,train,False
CN(C)CCNC(=O)c1sc2nc(-c3ccccc3)cc(C(F)(F)F)c2c1N,928,train,False
COC(=O)N/N=C\c1ccc(-c2cc(Cl)c(Cl)cc2Cl)o1,411,train,False
O=C(N/N=C/c1c(O)n(Cc2ccco2)c(=O)[nH]c1=O)c1ccccc1,390,train,False
COc1cc(CC(=O)NC(c2ccccc2)c2ccccc2)cc(OC)c1OC,0,train,False
COc1ccc(C(=O)Nc2cc(C(=O)c3ccccc3)c(C)oc2=O)cc1,6,train,False
C=CCn1c(SC(C)C#N)nc2sc(CC)cc2c1=O,3704,train,False
CCC(=O)OC1(C)C(=O)C2=COC(c3ccc(OC)cc3)=CC2=C(Br)C1=O,5513,test,False
CCCCCC(C)n1[nH]c(=O)cc1N,7075,test,False
CCC12CN3CCN(CC(C3)/C1=N/NC(=O)c1ccncc1)C2,4846,val,False
Cc1oc(-c2ccccc2F)nc1CS(=O)CC(=O)NC1CC1,305,train,False
O=C(NC1(C(F)(F)F)C(=O)Nc2c1c(=O)[nH]c(=O)n2Cc1ccccc1)c1ccc(Cl)cc1,283,train,False
COc1ccccc1CN1C(=O)CN(C2CCCCCC2)C(=O)C1c1ccc(F)cc1,20,train,False
CCOC(=O)c1c(N)nn(C(=O)C(C)C)c1-c1ccc(OC)cc1,61,train,False
CCCn1c(=O)n(N)c2ccccc21,1025,train,False
O=C(NCc1ccco1)c1ccc(Cn2c(=S)[nH]c3ccccc3c2=O)cc1,8,train,False
Cc1ccccc1-n1nc2c(c1NC(=O)C1CCCC1)CS(=O)(=O)C2,742,train,False
O=C(CNC(=O)c1ccccc1F)N/N=C/c1cccs1,82,train,False
CN(C)c1ccc(/C=N/NC(=O)c2ccn(C)n2)cc1,717,val,False
CC(OC(=O)c1ccco1)C(=O)NCc1ccc2c(c1)OCO2,5,train,False
CC(=O)c1ccc(-c2nc3c4ccccc4ccn3c2C(C)=O)o1,6799,test,True
CCCn1cc(S(=O)(=O)c2ccccc2)c(=O)c2cc(OCC)ccc21,3278,val,False
O=C(Cn1cnc2c(nnn2Cc2ccccc2)c1=O)NCC1CCCO1,20,train,False
COc1cc(C(=O)NCC(=O)OCc2cc(=O)oc3c(C)c(C)ccc23)cc(OC)c1OC,509,test,False
COc1ccc2oc(C(=O)OC/C(O)=C(\C#N)c3nc4ccccc4[nH]3)c(C)c2c1,602,train,False
O=C1NC(=O)C2(C(=O)N1)C(c1ccc(F)cc1)NC(=S)NC2c1ccc(F)cc1,10160,val,False
CC1CN(c2ccccc2)CCN1C(=O)c1cc(COc2c(F)cccc2F)on1,243,train,False
CCCNC(=O)CN1C(=O)COc2ccc(S(=O)(=O)N3CC(C)CC(C)C3)cc21,80,train,False
CCSc1nnc(-c2cc(Br)ccc2NC(C)=O)c(=O)[nH]1,1088,train,False
CCCC(c1nnnn1CCc1ccccc1)N1CCC(C(N)=O)CC1,703,train,False
CCOC(=O)c1cc(-c2ccccc2)sc1NC(=O)C(C)OC(=O)c1cccnc1OCC,430,train,False
CCOC(=O)C(C)NC(=O)c1cn(-c2ccc(OC)cc2)c(=O)c2ccccc12,315,train,False
O=C(Nc1ccccn1)C1CCCN(c2ncnc3c2nc2n3CCCCC2)C1,495,train,False
O=C(CCCCCN1C(=O)[C@@H]2Cc3ccccc3CN2C1=O)Nc1cccc(F)c1,127,train,False
CN1CC(c2ccccc2)C2(COc3ccccc3C2=O)C12C(=O)Nc1ccccc12,9382,test,False
CN(C)S(=O)(=O)c1ccc(NC(=O)C2CC3C=CC2C3)cc1,170,train,False
CC1(C)CC(=O)C(C=NC2CCCCC2)=C(O)C1,2111,train,False
COc1cccc(CNc2nccs2)c1O,1542,test,False
O=C(CN(Cc1ccco1)C(=O)CCC(=O)Nc1ccccn1)NCc1ccccc1,8,train,False
O=C1CSC(=Nc2ccccc2)N1,2870,train,False
O=C1NC(=O)C(=Cc2ccc(N3CCOCC3)cc2)C(=O)N1,1520,train,False
S=C(Nc1ccc(Cl)cc1)N(CCCN1CCOCC1)Cc1ccco1,124,train,False
CCCSc1nsc(NC(=O)c2cccnc2OCC)n1,430,train,False
COc1ccccc1CC1S/C(=N/N=C/c2ccco2)NC1=O,2575,train,False
Cc1cccc(NC(=O)c2nc[nH]c2C(=O)NCC(=O)OCc2ccccc2)c1,212,train,False
CC1CCc2c(sc3ncn(CCO)c(=O)c23)C1,1726,test,False
CCOc1ccc(N(C(=O)CNC(=O)c2ccco2)C(C(=O)NC2CCCC2)c2cccnc2)cc1,112,train,False
COc1ccc(C(=O)COc2ccccc2C(N)=O)cc1,70,train,False
CCOc1ncccc1C(=O)Nc1ccc(OC)c(S(=O)(=O)N2CCCCC2)c1,1,train,False
Cc1cc(C(=O)N2CCN(c3cc(Cl)ccc3C)CC2)on1,114,train,False
Cc1cc(OCC(=O)NCC2CCC(C(=O)O)CC2)c2c(C)c(C)c(=O)oc2c1,833,train,False
COCCN1C(=O)c2ccc(C(=O)NCc3ccco3)cc2C1=O,56,train,False
O=C(NCc1ccc(S(=O)(=O)NC2CCCCC2)s1)c1ccccc1,12,train,False
CCOC(=O)c1sc(NCCNc2nc(C)c(C(=O)OCC)s2)nc1C,61,train,False
Cc1ccc(-n2c(N)c(C(=O)Nc3c(C)n(C)n(-c4ccccc4)c3=O)c3nc4ccccc4nc32)cc1C,66,train,False
CCN(CC)c1ccc(/C=C/c2cc(-c3ccccc3)c3ccccc3n2)cc1,1673,val,False
CC(C)c1nc2sc3c(=O)[nH]cnc3c2c2c1CCCC2,5082,test,False
COc1ccc(CNC(=O)N2CCN(S(=O)(=O)c3ccc(C)cc3C)CC2)cc1,17,train,False
O=C(c1cccc(C(F)(F)F)c1)C1CCCN(C(=O)c2cc(C3CC3)[nH]n2)C1,57,train,False
O=C(Nc1cccc(-n2cccn2)c1)C1CCCN(Cc2cc3ccccc3[nH]2)C1,219,train,False
CCc1ccccc1N(CC(=O)NC1CCCCC1)C(=O)CCCC(=O)Nc1ccccn1,12,train,False
COc1cc(/C=N/NC(=O)COc2cc(C)cc(C)c2)ccc1OS(=O)(=O)c1ccc(C)cc1,18,train,False
O=C(NNc1ncnc2c1cnn2-c1ccccc1)c1ccco1,8,train,False
Cc1ccc(NC(=O)COC(=O)c2ccccc2-c2nc3ccccc3s2)c(C)c1,136,train,False
Cc1ccc(S(=O)(=O)N(C)C)cc1-n1c(SCC(=O)Nc2ccc(F)cc2Cl)nc2ccccc2c1=O,9,train,False
Cc1oc(-c2cccc3ccccc23)nc1CN1CCC[C@H]1CO,634,train,False
O=C(NCCc1ccccc1)c1c(F)cccc1F,2,train,False
Cc1cc(C(=O)CN2C(=O)NC3(CCCC3)C2=O)c(C)n1Cc1ccco1,276,train,False
Cc1ccc(CNC(=O)C2CCN(C(=O)c3cccc(Cl)c3)CC2)cc1,7,train,False
O=C(O)CCCCn1c(SCc2ccccc2Cl)nc2ccsc2c1=O,1558,val,False
COc1ccc2nc(NC(=O)CCc3cc(OC)c(OC)c(OC)c3)sc2c1,78,train,False
O=C(c1ccc(Cl)cc1)c1cc([N+](=O)[O-])ccc1N1CCOCC1,23,train,False
O=C(NC1CSCC1OC(=O)c1ccccc1)c1ccccc1,1123,train,False
COc1ccc(/C=N/NC(=S)Nc2cc(C(F)(F)F)ccc2Cl)cc1,653,train,False
CCOC(=O)NC(=O)c1cn(Nc2ncc(Cl)cc2C(F)(F)F)c(=O)[nH]c1=O,9208,val,False
N#Cc1cn(Cc2ccc(F)c(Cl)c2)c(=O)nc1Nc1ccccc1N,11918,test,False
O=c1cc(CSc2n[nH]c(=O)n2C2CC2)c2ccc(O)cc2o1,1169,train,False
O=c1c(Cl)c(N2CCOCC2)cnn1-c1nc2ccccc2[nH]1,1520,train,False
O=C(Nc1cccc2cccnc12)c1cccc2ccccc12,81,train,False
CC(C)[C@H](NC(=O)c1cccc(S(=O)(=O)N2CCOCC2)c1)C(=O)Nc1nc2ccccc2s1,30,train,False
CCOc1cc(S(=O)(=O)n2nc(C)cc2C)ccc1Br,2178,val,False
O=C(OCc1csc(-c2ccccc2)n1)c1ccc(O)cc1,393,train,False
CCC(C)(O)c1[nH]c2ccc(C(=O)OC)cc2c1C,893,train,False
Cc1cccc(-c2nc(CS(=O)CC(=O)N3CCN(c4ccccc4)CC3)c(C)o2)c1,265,train,False
O=C(CN1CCN(Cc2ccc(F)cc2Cl)C1=O)NCCc1ccc(Cl)cc1,699,train,False
C=CCc1cccc2cc(C(=O)NCc3ccc(C(=O)OCC)o3)c(=O)oc12,258,train,False
Cc1ccc(C(=O)N/C(=C\c2ccccc2)C(=O)NCCCn2ccnc2)cc1,138,train,False
COc1ccc(NC(=O)Nc2cnccn2)cc1OC,14,train,False
O=C(c1ccc(N2CCCC2)c([N+](=O)[O-])c1)N1CCN(CCO)CC1,26,train,False
COC(=O)c1c(NC(=O)C(=O)NCCCN2CCOCC2)sc2c1CCCC2,21,train,False
Cc1cc(S(=O)(=O)N2CCC3(CC2)OCCO3)c(C)cc1Cl,1412,train,False
Cc1ccc(-n2c(N)c(Br)c(=O)[nH]c2=O)cc1C,7671,train,False
C=CCn1c(CNC(=O)c2cccs2)nnc1SCc1ccc(Cl)cc1Cl,1091,val,False
CC(C)(C)OC(=O)NNC1CC(=O)N(c2ccccc2F)C1=O,463,train,False
COc1ccc(S(=O)(=O)N(C)CC(=O)NCc2ccc3c(c2)OCO3)cc1,5,train,False
CCOC(=O)N1CCN(CCC(=O)Nc2cc([N+](=O)[O-])ccc2OC)CC1,17,train,False
CC(=O)N=c1sccn1CC(O)c1ccccc1,3532,train,False
COc1ccc(C(=O)O/N=C(/C)c2cccs2)cc1,87,train,False
CCNC(=O)NC(=O)C(C)OC(=O)Cc1coc2cc3c(cc12)CCC3,7023,train,False
Cc1ccc(CS(=O)(=O)CCC(=O)NCCC(C)C)cc1,214,train,False
CCCCCn1c(N)c(-c2nc3ccccc3o2)c2c([N+](=O)[O-])nn(C)c(=O)c21,8838,test,False
CCC(C(=O)NCCC[C@H]1CN2C(=NC[C@@H]2C2CCCCC2)N1CCc1ccc(Cl)c(Cl)c1)c1ccccc1,4216,train,False
Cn1c2ccccc2c2nnc(SCC(=O)NC3CC3)nc21,175,train,False
C/C(=N/NS(=O)(=O)c1cccc([N+](=O)[O-])c1)c1ccncc1,34,train,False
CCOc1ccc(CCNC(=O)COC(=O)c2ccc(C)c([N+](=O)[O-])c2)cc1OCC,214,train,False
Cc1cc(C)cc(N(C(=O)CNC(=O)c2ccco2)C(C(=O)NC2CCCCC2)c2cccnc2)c1,112,train,False
Cc1ccc(-c2nc(CS(=O)CC(=O)NCc3ccc(Cl)cc3)c(C)o2)cc1,305,train,False
COc1cccc(C(C(=O)NC2CCCCC2)N(C(=O)c2ccco2)c2ccccc2OC)c1,31,train,False
CC(=O)Nc1ccc(NCC(=O)c2ccccc2)cc1,0,train,False
O=C(Nc1cccnc1)c1ccc(Cl)c(S(=O)(=O)N2CCc3ccccc32)c1,68,train,False
